"number","date","name","vertical","sub_vertical","location","investor_name","investment_type","usd","remarks"
1416,"25/01/2016","SkyCandle","ECommerce","Home Décor Product etailer","New Delhi","GPA group","Private Equity",NA,NA
1417,"27/01/2016","Teabox.com","ECommerce","Specialty Tea ETailer","Siliguri","Ratan Tata","Private Equity",NA,NA
1418,"27/01/2016","Buildzar","ECommerce","Construction Material ETailer","Gurgaon","Puneet Dalmia","Private Equity",4e+06,NA
1419,"27/01/2016","Applicate","Technology","Sales, Market, Distribution & Data Analytics Platform","Bangalore","Undisclosed investors","Seed Funding",1e+06,NA
1420,"27/01/2016","WhatsOnRent","ECommerce","Online Rental Marketplace","Bangalore","Lalit Mangal & Others","Seed Funding",NA,NA
1421,"28/01/2016","Zebi (yet to launch)","Technology","Data Intelligence & Analytics","Hyderabad","Un disclosed investors","Seed Funding",1e+06,NA
1422,"28/01/2016","Truce","FMCG","Vegetables & Fruits Supply Chain","Mumbai","Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam","Seed Funding",370000,NA
1423,"28/01/2016","JustDoc","Consumer Interne","Medical Video Consultation platform","Bangalore","TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs","Seed Funding",NA,NA
1424,"28/01/2016","Myeglu","Technology","Connected Smart Home Solutions","Bangalore","Foxconn Technology Group & Others","Seed Funding",NA,NA
1425,"29/01/2016","BitGiving","Consumer Internet","Crowd Funding Platform","New Delhi","Harminder Sahni, Krishna Mehra, Sanjay Bakshi","Seed Funding",NA,NA
1426,"29/01/2016","Qriyo","Consumer Internet","Online Fitness & Educational information Aggregator","Jodhpur","Idein Ventures","Seed Funding",160000,NA
1427,"29/01/2016","N.O.W","Consumer Internet","Rental Bike Aggregator App","Noida","Maple Capital Advisors","Seed Funding",NA,NA
1428,"29/01/2016","Aisle","Consumer Internet","Indians focused Matchmaking App","Bangalore","TermSheet, ah! Ventures","Seed Funding",185000,NA
1429,"29/01/2016","FreshMenu","Consumer Internet","Fresh Food Delivery platform","Bangalore","Zodius Technology Fund, Lightspeed Venture Partners","Private Equity",1.7e+07,NA
1430,"29/01/2016","Truebil","ECommerce","Online marketplace for cars","Mumbai","Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital","Private Equity",5150000,NA
1431,"29/01/2016","Rare Media","Technology","Mobile & Cloud based App developer","New Delhi","Info Edge (India) Ltd","Private Equity",1100000,NA
1432,"29/01/2016","TinMen","Consumer Internet","Food Delivery Platform","Hyderabad","Lead Angel Network","Seed Funding",NA,NA
1433,"29/01/2016","CodingLabs","Technology","Coding Skill Showcase & Resume Builder","Hyderabad","Vineet Nalla","Seed Funding",NA,NA
1434,"30/01/2016","FindUrClass","Consumer Internet","Hobby & Activity Class Aggregator","Mumbai","Amit Patni, Anirudh Damani, Samir Shah","Seed Funding",NA,NA
1435,"30/01/2016","DesignBids","Consumer Internet","Interior Design Marketplace","New Delhi","Indian Angel Network","Seed Funding",NA,NA
1436,"01/12/2015","CollegeDekho","Online Education Information platform",NA,"Jaipur","GirnarSoft","Seed Funding",1e+06,NA
1437,"01/12/2015","Black White Orange Brands","Brand Licensing Startup",NA,"Mumbai","YouWeCan Ventures","Seed Funding",NA,NA
1438,"01/12/2015","Biteclub","Gourmet Food Discovery & Delivery platform",NA,"Gurgaon","growX ventures","Private Equity",NA,"Pre-Series A"
1439,"01/12/2015","Patel Logistics","Transportation & Logistics Platform",NA,"Mumbai","Frontline Strategy","Private Equity",5600000,NA
1440,"01/12/2015","Wigzo","Enterprise Marketing Automation platform",NA,"New Delhi","Aarin Capital Partners, TV Mohandas Pai","Seed Funding",5e+05,"Pre-Series A"
1441,"01/12/2015","Zapluk","Health, Wellness & Beauty Services App",NA,"Hyderabad",NA,"Seed Funding",NA,NA
1442,"01/12/2015","Godof Hospitals","Digital Healthcare",NA,"New Delhi","Pankaj Gupta","Seed Funding",2e+06,NA
1443,"02/12/2015","RoomsTonite","Last Minute Hotel Booking App",NA,"Bangalore","Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,  Ralph Berezan, Vissal Mathew,  Balamurali Krishna","Seed Funding",1500000,NA
1444,"02/12/2015","Kaaryah","Womens Fashion Wear Portal",NA,"New Delhi","The Saha Fund, TV Mohandas Pai","Private Equity",NA,"Pre-Series A"
1445,"03/12/2015","Anakage","Product Learning platform",NA,"Bangalore","CIO Angel Network (CAN)","Seed Funding",NA,NA
1446,"03/12/2015","EasyKhaana","Online Food ordering & Delivery platform",NA,"New Delhi","Undisclosed investors","Seed Funding",1e+05,NA
1447,"03/12/2015","Shuttl","App based Bus Pooling Services",NA,"Gurgaon","Sequoia Capital, Times Internet Ltd & One more Fund","Private Equity",2e+07,"Series B"
1448,"03/12/2015","Eckovation","Social Learning Platform",NA,"New Delhi","Chandigarh Angel Network (CAN)","Seed Funding",NA,NA
1449,"03/12/2015","Fitcircle","Social Fitness platform",NA,"Mumbai","Beerud Sheth and Ravi Mantha","Seed Funding",NA,"Pre-Series A"
1450,"04/12/2015","Applop","On Demand Mobile app developer",NA,"Kolkata","GHV Accelerator","Seed Funding",1e+05,NA
1451,"04/12/2015","CaRPM","Car Maintenance & Management mobile app",NA,"Gurgaon","GHV Accelerator","Seed Funding",1e+05,NA
1452,"04/12/2015","NDTV Wedding portal","Online Wedding Marketplace",NA,"New Delhi","CerraCap","Private Equity",2e+07,"Series A"
1453,"04/12/2015","Splitkart","Splitting Bills Mobile App",NA,"New Delhi","Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,","Seed Funding",NA,NA
1454,"07/12/2015","Zenatix","IOT Energy Management Analytics platform",NA,"Gurgaon","Blume Ventures","Private Equity",NA,"Pre-Series A"
1455,"07/12/2015","Customfurnish","Custom Made furniture e-tailer",NA,"Hyderabad","Agnus Capital","Private Equity",4500000,"Series A"
1456,"07/12/2015","Faasos","QSR Chain",NA,"Pune","ru-Net, Sequoia Capital,  Lightbox Ventures","Private Equity",3e+07,"Series C"
1457,"07/12/2015","Vlurn","eLearning platform",NA,"Mumbai","Vidyadhar Sarfare","Seed Funding",NA,NA
1458,"07/12/2015","Leaf Wearables","Smart Safety Wearable Devices",NA,"New Delhi","Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani","Seed Funding",250000,NA
1459,"07/12/2015","Coolshare","Cab Sharing service Mobile app",NA,"Mumbai","Gopal Aggarwal","Seed Funding",1e+05,NA
1460,"08/12/2015","mFicient","Cloud Enterprise Mobility Platform",NA,"New Delhi","Undisclosed investors","Seed Funding",NA,NA
1461,"08/12/2015","HeyBiz","Online Shopping Assistant Mobile app",NA,"New Delhi","Shopclues","Seed Funding",NA,"Strategic Funding"
1462,"08/12/2015","Yumist","Home Cooked Food Order & Delivery platform",NA,"Gurgaon","Unilazer Ventures, Orios Venture Partners, Steven Lurie","Private Equity",2e+06,"Series A"
1463,"09/12/2015","Jigsaw Academy","Online School for Analytics learning",NA,"Bangalore","Manipal Global Education Services","Private Equity",3e+06,"Series A"
1464,"09/12/2015","JoeHukum","Chat based personal Assistant App",NA,"Gurgaon","TracxnLabs, Jitendra Gupta, Prashant Tandon","Seed Funding",NA,NA
1465,"09/12/2015","Voxweb","Picture creation & Social mobile app",NA,"Mumbai","Undisclosed Investor","Seed Funding",350000,NA
1466,"09/12/2015","Aye Finance","Nonbanking finance company",NA,"New Delhi","SAIF Partners, Accion","Private Equity",3e+06,"Series B"
1467,"09/12/2015","JumboBasket","eCommerce returns etailer",NA,"Chandigarh","Chandigarh Angels Network","Seed Funding",NA,NA
1468,"10/12/2015","BlackBuck","Online Freight Services Aggregator",NA,"Bangalore","Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart","Private Equity",2.5e+07,"Series B"
1469,"10/12/2015","HomeStudio","Online Branded Furniture etailer",NA,"Bangalore","Bren Corporation","Private Equity",5e+06,"Series A"
1470,"10/12/2015","PropheSee","Digital Analytics Platform",NA,"New Delhi","Indian Angel Network, Stanford Angels, Entrepreneurs India","Seed Funding",5e+05,NA
1471,"10/12/2015","i2e1","Internet Network Infrastructure Services",NA,"New Delhi","GrowX Ventures","Seed Funding",5e+05,NA
1472,"10/12/2015","Holisol Logistics","Supply Chain & Logistics Solutions",NA,"New Delhi","CLSA Capital Partners ARIA IV Funds","Private Equity",1e+07,NA
1473,"10/12/2015","Stay Simple Resorts","Holiday Resort Chain",NA,"Bangalore","Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar","Seed Funding",NA,NA
1474,"10/12/2015","Paynear","Mobile Point of Sale solutions",NA,"Hyderabad","Mitesh Majithia","Private Equity",2500000,"Pre-Series A"
1475,"10/12/2015","Chillr","Peer-to-Peer Money Transfer & Recharge App",NA,"Mumbai","Sequoia Capital, Blume Ventures, Uniqorn Ventures and other","Private Equity",7e+07,"Series A"
1476,"11/12/2015","EureQa","Test Automation SAAS platform",NA,"Hyderabad/USA","Sashi Reddi, Gabriel Investments","Seed Funding",6e+05,NA
1477,"11/12/2015","LocalCircles","Citizens Engagement Platform",NA,"Noida","Anand Mahindra","Private Equity",NA,NA
1478,"11/12/2015","GetFocus","Indoor Navigation & Analytics Solutions",NA,"Mumbai","Undisclosed investors","Seed Funding",NA,NA
1479,"11/12/2015","UrbanClap","Hyperlocal On-Demand Household Services platform",NA,"Gurgaon","Ratan Tata","Private Equity",NA,NA
1480,"11/12/2015","OnlineRTI","Online RTI application services",NA,"Bangalore","LetsVenture, Mohandas Pai","Seed Funding",150000,NA
1481,"11/12/2015","Powerstores","ECommerce Website Creation SAAS platform",NA,"Goa","Extreme Venture Partners  William Bissell","Seed Funding",NA,NA
1482,"11/12/2015","Weddingz.in","Wedding Venues & Vendors Marketplace",NA,"Mumbai","Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar","Seed Funding",1e+06,NA
1483,"11/12/2015","Intelligent Interfaces","Interface development platform for Government officials",NA,"Bangalore","Sachin Bansal, Binny Bansal","Seed Funding",NA,"Yet to Launch platform"
1484,"14/12/2015","Capricoast","Modular Furnishings Marketplace",NA,"Bangalore","Accel Partners India, RB Investments","Private Equity",3500000,"Series A"
1485,"14/12/2015","JetSetGo","Private Jet Bookings Marketplace",NA,"Bangalore","Puneet Dalmia","Private Equity",NA,NA
1486,"14/12/2015","Cabsguru","Cab search Comparison & Booking platform",NA,"New Delhi","Prashanth Ranganathan","Seed Funding",2e+05,NA
1487,"14/12/2015","Whoop","Performance Optimization Platform for athletes",NA,"Boston","Infosys","Private Equity",3e+06,"Series A"
1488,"15/12/2015","BookEventz","Event Venue Booking Platform",NA,"Mumbai","Mumbai Angels, Singapore Angel Network, Zishaan Hayath","Seed Funding",NA,NA
1489,"15/12/2015","Deal Street Asia","Digital Media Platform",NA,"Singapore","Vijay Shekhar Sharma, Singapore Angels Network","Seed Funding",NA,NA
1490,"15/12/2015","Streamoid","visual search and discovery platform",NA,"Bangalore / Palo Alto","Undisclosed","Seed Funding",1e+06,NA
1491,"16/12/2015","Housejoy","Home services marketplace",NA,"Bangalore","Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners","Private Equity",22500000,"Series B"
1492,"16/12/2015","Bluebirch","End to End reverse logistics Solution platform",NA,"Bangalore","Chicago Capital Ventures, Sanjay Mehta, Others","Seed Funding",2e+06,NA
1493,"16/12/2015","MeraDoctor","Virtual Health consultation app",NA,"Mumbai","Unilazer","Private Equity",1200000,"Pre-Series A"
1494,"16/12/2015","STAGE 3","Online Renting platform",NA,"New Delhi","Nisha Sharma, Puneet Dalmia, Balaji Prabhakar","Seed Funding",NA,NA
1495,"17/12/2015","Rivigo","Logistics Services Provider",NA,"Gurgaon","SAIF Partners and others","Private Equity",3e+07,"Series B (includes Debt financing)"
1496,"17/12/2015","Springboard","Data Science & UX design Learning platform",NA,"Bangalore","Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital","Seed Funding",1700000,NA
1497,"17/12/2015","Eatfresh","Online marketplace for Chef Meals",NA,"Bangalore","Kalaari Capital","Private Equity",NA,NA
1498,"18/12/2015","Ampere Vehicles","Electric Bike Manufacturers",NA,"Coimbatore","Kris Gopalakrishnan & Others","Seed Funding",1200000,NA
1499,"18/12/2015","Focus Digit","ECommerce platform solutions",NA,"New Delhi","Turning Ideas","Seed Funding",NA,NA
1500,"18/12/2015","The News Minute","Online Media Publication",NA,"Bangalore","Quintillion Media","Seed Funding",NA,NA
1501,"18/12/2015","CBREX","International Hiring Platform",NA,"Mumbai / NY","Prahlad Rao, Sundara Rajan, Vikram Chachra","Seed Funding",2e+05,NA
1502,"21/12/2015","TruckMandi","Logistics Service Provider Marketplace",NA,"New Delhi","Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors","Private Equity",2e+06,"Pre-Series A"
1503,"21/12/2015","Peppertap","Hyperlocal  Grocery Delivery Service",NA,"Gurgaon","Innoven Capital","Private Equity",4e+06,"part of $40M Series B round"
1504,"21/12/2015","KOOH Sports","Sports Education Platform",NA,"Mumbai","TCS, HDFC, Faering Capital, Elevate Sports","Private Equity",2e+06,"Series A"
1505,"22/12/2015","RentOnGo","Bike, Appliances Renting marketplace",NA,"Bangalore","Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare","Seed Funding",NA,NA
1506,"22/12/2015","Industrybuying","Online Marketplace for Industrial Goods",NA,"New Delhi","Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam","Seed Funding",NA,NA
1507,"22/12/2015","Zapr","Reward points mobile app",NA,"Gurgaon","Dinesh Agarwal","Seed Funding",NA,NA
1508,"22/12/2015","LatestOne","Mobile accessories online store",NA,"Hyderabad","Palred Technologies Ltd","Private Equity",3e+06,"Additional investment from parent company"
1509,"22/12/2015","PlanetGogo","Content Discovery & reward points platform",NA,"Gurgaon","HT Digital Media Holdings Ltd","Seed Funding",NA,NA
1510,"22/12/2015","Arya.ai","Artificial Intelligence platform",NA,"Mumbai","YourNest Angel Fund, Venture Nursery","Private Equity",750000,"Series A"
1511,"22/12/2015","Doctor Insta","Medical Consultation & Doctor appointment booking platform",NA,"Gurgaon","Rishi Parti, BrahmaX Ventures","Private Equity",5e+05,"pre-Series A"
1512,"22/12/2015","MobieFit","Mobile Fitness App",NA,"Goa","Medi Assist","Private Equity",1e+06,"Strategic Investment"
1513,"23/12/2015","LafaLafa","Digital Coupons, Deal & Cashback aggregator app",NA,"Mumbai","Vectr Ventures","Private Equity",NA,NA
1514,"23/12/2015","Mech Mocha","Mobile Game development & Design platform",NA,"Bangalore","Blume Ventures, Flipkart","Seed Funding",1e+06,NA
1515,"23/12/2015","Shotang.com","B2B eCommerce Marketplace",NA,"Bangalore","Exfinity Venture Partners, Unitus Impact Livelihoods Fund","Private Equity",5e+06,"Series A"
1516,"23/12/2015","CityFurnish","Furniture and appliances rental platform",NA,"Gurgaon","Jitendra Gupta","Seed Funding",NA,NA
1517,"24/12/2015","Black White Orange","B2B Merchandize platform",NA,"Mumbai","Collaborative Licensing Ventures LLP","Seed Funding",303000,NA
1518,"24/12/2015","Kolabro","Real Estate focused Tech platform",NA,"Gurgaon","Umang Kumar, Ruchir Arora & others","Seed Funding",NA,NA
1519,"24/12/2015","Canvera","Photographer Online search & booking platform",NA,"Bangalore","Info Edge (India) Ltd","Private Equity",2200000,NA
1520,"28/12/2015","Town Essentials","Grocery Delivery platform",NA,"Bangalore","Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil","Seed Funding",1e+06,NA
1521,"28/12/2015","Bumper","Mobile Car Servicing appointment app",NA,"Bangalore","SAIF Partners","Seed Funding",5e+05,NA
1522,"29/12/2015","Hotify","New Curation Mobile App",NA,"Bangalore","Mahavir Pratap Sharma","Seed Funding",150000,NA
1523,"29/12/2015","MobiKwik","Mobile Wallet",NA,"Gurgaon","Sequoia Capital, Tree Line Asia, Innoven Capital","Private Equity",6600000,"Additional Funding"
1524,"30/12/2015","Intelligent Interfaces","Interface development platform for Government officials",NA,"Bangalore","Yuvraj Singh","Seed Funding",NA,"Yet to Launch"
1525,"02/11/2015","Twigly","Online Food Ordering & Delivery platform",NA,"Gurgaon","Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs","Seed Funding",2e+05,NA
1526,"02/11/2015","CityFlo","Bus Aggregation and rental mobile app",NA,"Mumbai","IDG Ventures","Seed Funding",750000,NA
1527,"03/11/2015","Findyahan","hyperlocal online Services platform",NA,"Noida","Times Group Brand Capital","Private Equity",NA,"Bridge funding"
1528,"03/11/2015","Sabse","WiFi – first Cloud communication platform",NA,"Mumbai","Ratan Tata","Private Equity",NA,NA
1529,"03/11/2015","Pokkt","Alternate Mobile Monetization platform",NA,"Mumbai","Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel’s Innov8, Jungle Ventures, K Ganesh","Private Equity",5e+06,"Series B"
1530,"03/11/2015","boibanit","Online Food Ordering Marketplace",NA,"Vadodara","Varun Ahuja, Anubhav Verma","Seed Funding",150000,NA
1531,"03/11/2015","Stuffed","Quick Service Restaurant & Online Delivery",NA,"Mumbai","Riqueza Capital","Seed Funding",385000,"Funding happened in Sept 2015"
